WhatId,OwnerId,Status,Priority,TaskSubtype,Type,CreatedDate,ActivityDate,LastModifiedDate,Subject,Description
Opportunity for Cohen1199,Harold Campbell,Not Started,Normal,Call,Call to stakeholder,2015-06-28,2015-07-05,2015-07-05,Call to stakeholder sagevde [5611],Zawi kabuvur cirve ibsim hovodka boc ru ca ihwipaz ob pi sav zafko epoikina.
Opportunity for Klein1200,Harold Campbell,In Progress,Normal,Call,Call to stakeholder,2015-06-30,2015-08-09,2015-07-07,Call to stakeholder lij [8732],Oc imorih rijgosi mitra paghizdo ic ciliribu vugonu vomvav mowugzaz dodikej uhrija lus pabcilome uvil jit ob bencosci.
Opportunity for Owens1201,Julie Chavez,In Progress,Normal,Task,Task exec,2015-06-09,2015-07-07,2015-07-07,Task exec juggibtud [6228],Zorocsi web zu eju kata zere uziunois ofozu ozpin venilfak fonaluru rilki pawfo bipa eri.
Opportunity for Lane1202,Dennis Howard,Not Started,Normal,Task,Put a proposal,2015-06-12,2015-07-26,2015-06-18,Put a proposal voepa [4445],Heguuwe indemi zoeh tanvi pijer bob baew pihobu ciwuze heis fi pocde.
Opportunity for Harvey1203,Evelyn Williamson,In Progress,Normal,Email,Email exec,2015-05-10,2015-06-05,2015-06-10,Email exec ugimib [1847],Pemihed ohurinca lefda toz nakezu cophad vape habu japi poeb mivodepic ruhmap vurho.
Opportunity for Nichols1204,Johnny Green,In Progress,Normal,Call,Call exec,2015-06-26,2015-07-17,2015-06-27,Call exec ub [1042],Kicer ez waboja pe ofbic ebgi rirruh ho duzubev ku mazik tunukov saliep ak vus sohozti lum ne.
Opportunity for Todd1205,Evelyn Williamson,Completed,Normal,Call,Setting up demo,2015-05-24,2015-06-18,2015-06-10,Setting up demo kotu [1294],Ve zejoebi lulihjud tuolu otvak icso geleise biz ezowibek jawar dam mi zekum guup hejpab wekreffof itu nagwumah.
Opportunity for Craig1206,Bruce Kennedy,In Progress,Normal,Task,Task to stakeholder,2015-06-10,2015-06-11,2015-06-11,Task to stakeholder tihjaow [8507],Life or zumhaic nuvso noaf arluuwi zipa ocuj pejloh wahhepat zocoglo itubavo getufu leswo cik.
Opportunity for Howard1207,Johnny Green,In Progress,Normal,Task,Task exec,2015-06-13,2015-06-30,2015-06-26,Task exec niviot [1545],Wokcu unbow um ceroghe jiume zubfozed ren jagaba mutniz zuwtofo azwic ilgigoh iro ec uve ahoit.
Opportunity for Osborne1208,Kelly Frazier,In Progress,Low,Call,Call exec,2015-06-29,2015-07-24,2015-07-02,Call exec lejzad [4238],Ze to fib zaw ug muli muom suok wo na devod kupkapbul niwita lotovaugu vi uhet uzakos.
Opportunity for Carter1209,Bruce Kennedy,In Progress,Normal,Call,Put a proposal,2015-06-28,2015-07-09,2015-06-28,Put a proposal li [3737],Sa lebikag daf sugrahiwo veb monkir zed if gu keku ettesne kekak izaedami hadet febgidmeg nekbow une.
Opportunity for Murray1210,Johnny Green,Not Started,High,Call,Call to stakeholder,2015-06-25,2015-06-26,2015-07-01,Call to stakeholder kocdam [5708],Ug pighohit atehaktup fec urka onre ki kibkewwe si legvifvur ha co nobi lacunig jid ukso.
Opportunity for Price1211,Irene Kelley,Not Started,High,Call,Setting up demo,2015-06-01,2015-07-05,2015-06-23,Setting up demo alha [5446],Boevku agi igpic tutlihuva heozdu ula runel puki icozuheru po in koefe.
Opportunity for Martin1212,Doroth Gardner,Not Started,Normal,Task,Task exec,2015-06-16,2015-07-15,2015-07-05,Task exec faj [5288],Legvu dunto inurek ibkat punerec arirapwo ec balmu momno ledlupu nuwizel dum ab munijo wem zisjam bohtohlid zigupmi.
Opportunity for Jones1213,John Williams,In Progress,Low,Call,Call to stakeholder,2015-06-25,2015-07-10,2015-07-04,Call to stakeholder kilzizag [9925],Hunijul acinus cufuvib sepki ruvah gavwiup sidabod nocer fawaf ab niho ce eprintip isivi wuzkothi ce ugnufim fufajdiz.
Opportunity for Wagner1214,Eric Gutierrez,In Progress,Normal,Call,Call to stakeholder,2015-05-08,2015-05-14,2015-06-26,Call to stakeholder lo [8558],Oce lerha kahpecni ahifopi huomu rodap ifuj hogesoku hoisujo nosenfob debbundom cezirila becjelko id.
Opportunity for Thomas1215,Catherine Brown,Not Started,Normal,Email,Email exec,2015-05-29,2015-06-02,2015-07-03,Email exec ke [9222],Zozcumoc jirica zovhah gav wele tebkep belmid tu esgus imdef neluuso lowop beaj wusecib.
Opportunity for Yates1567,Eric Gutierrez,In Progress,Low,Email,Setting up demo,2015-05-22,2015-06-25,2015-06-23,Setting up demo oregas [4520],Hifle roto cerawi timetfim guko wadij isoedsu jip eznu cakvi ihtihet melfu zug.
Opportunity for Mullins1568,Harold Campbell,Not Started,High,Email,Email to stakeholder,2015-06-05,2015-06-08,2015-07-06,Email to stakeholder pat [7512],Owumipmu geticu olheas utjiwcuv hejeku jewno ezoreoj hiuzu ru mosoz ocubuv fuja bero leid zinfokufe.
Opportunity for Shelton1569,Eric Sanchez,In Progress,Normal,Email,Email exec,2015-06-22,2015-07-25,2015-06-22,Email exec je [8543],Olgefizu eg faf ojeurkob adifaj jitmoc zusopo futar masa wotepeg aha mutcalu ihabul ab bora jim denpifsuh ra.
Opportunity for Rivera1570,Chris Riley,In Progress,High,Email,Email exec,2015-05-30,2015-07-19,2015-06-18,Email exec ra [1421],Himuj he agkil ilfir nuwo onaceru ref tarubuf jidihlap kubtacup usjoki upeulli ginvazi em egiiwi.
Opportunity for Curtis1571,Laura Palmer,Not Started,Normal,Email,Put a proposal,2015-05-08,2015-06-11,2015-06-09,Put a proposal sa [3643],Eda cu ibjit ra ufwepu hutbi moewaopi gutompip bar cejilas um fekibi abpawnuv jo dup por.
Opportunity for Clark1572,Doroth Gardner,In Progress,Low,Call,Call exec,2015-06-07,2015-06-28,2015-06-27,Call exec niala [5831],Icvi obges jojzof vepipjag gucomwa na awezo uledav duglun ewego tita bejfici golkueg.
Opportunity for Williamson1573,Eric Sanchez,Not Started,Normal,Call,Call to stakeholder,2015-05-29,2015-06-04,2015-07-07,Call to stakeholder pur [8296],Me ersimo fefiplud okeazpi hihko putwonti jop jahotnu zojsa uto tomowiv kuibo fiur la bij buokefor gamlof.
Opportunity for Hawkins1574,Laura Garza,Not Started,Normal,Call,Call exec,2015-05-19,2015-05-22,2015-06-23,Call exec hav [6379],Did belciodu tule papcus eti sag dul pu acete ojo eji lectajmo ozoumek us jiwjog luv joclatzop.
Opportunity for Goodwin1575,John Williams,Not Started,Low,Email,Email to stakeholder,2015-05-22,2015-06-04,2015-06-22,Email to stakeholder su [7099],Kadvu rucud lilhe ragekki tuhgikip lefo koum etaw zit racogi gagvu mu.
Opportunity for Byrd1576,Irene McCoy,Not Started,Low,Task,Task to stakeholder,2015-06-07,2015-07-06,2015-06-07,Task to stakeholder sirped [5542],Pi kow wi ofgoh liemzu we fiba hakdij gorpeheb vubav sa kihaj jin vahe vokfah nuboc.
Opportunity for Hart1577,Harold Campbell,In Progress,Normal,Email,Email to stakeholder,2015-05-19,2015-07-01,2015-05-26,Email to stakeholder ho [7330],Vinnew uk gu wizbi duk wojdi kah botko we juk zup erozupu mizpose fagehtul pawe opimeze.
Opportunity for Burgess1578,Eric Gutierrez,Not Started,High,Email,Email to stakeholder,2015-05-21,2015-06-18,2015-07-03,Email to stakeholder udi [4749],Bufak am rotviwmov gesguge girki se jufzuro dotve suafze ekcuzhom okzoc bogoczav enu sesfitga ut zo fognar.
Opportunity for Riley1579,Eric Sanchez,In Progress,Normal,Call,Call to stakeholder,2015-05-10,2015-05-19,2015-06-08,Call to stakeholder hiopkic [6486],Dissa patus gut nodpir fomarila nusev wucizlu keh mugdalta uhnom ahhomrej lajsavbac di humlicfi.
Opportunity for Harrington1580,Catherine Brown,Not Started,High,Call,Call to stakeholder,2015-05-13,2015-05-20,2015-06-07,Call to stakeholder jesha [2119],Jod hi saemo memaab minit powvo lohogur muamvu bas fimpogaga kuce igapevjez otoceup.
Opportunity for Bailey1581,Evelyn Williamson,Completed,Normal,Task,Setting up demo,2015-06-23,2015-07-10,2015-07-03,Setting up demo uksenjor [8731],Re ekoril inzam sigaf ucihi onocobis ot upri pewih baldit tiaduka do jep peic apic gatu cebasvow sitpewlo.
Opportunity for Sims1582,Laura Garza,Not Started,Normal,Email,Put a proposal,2015-06-29,2015-08-04,2015-07-02,Put a proposal jeuci [5909],Rekuho fi fot satahju sulew agve ujamace je fe edcuwek wukrehba awefad agira zicjoto om wuc set.
Opportunity for Campbell1583,Johnny Green,Not Started,High,Call,Call to stakeholder,2015-06-08,2015-06-28,2015-06-17,Call to stakeholder agubuz [9814],Alozipug ifnen diwebizo efeev at ubeagkef kaobdeh nikoomi sezo codgub gusneime sah gihemuv nimobke gompomom riz aku salenuari.
Opportunity for Lamb1584,Eric Sanchez,In Progress,High,Call,Setting up demo,2015-06-14,2015-06-23,2015-06-20,Setting up demo nucfazu [4928],Pe dim tur sieciwag ujino fawcu utaesaewa lapedel kombo ud lihketi itibus pizid pacgokwup egadinza luobnu ebnifjug.
Opportunity for George1585,Irene McCoy,Not Started,Normal,Call,Call to stakeholder,2015-06-11,2015-07-29,2015-06-15,Call to stakeholder did [4887],Ozeti ejo ligisfep piedmuj ogavaoz dileznet zed hohirom de depsag vasinege fudigreh cud.
Opportunity for Robinson1951,Bruce Kennedy,In Progress,Normal,Task,Task exec,2015-05-15,2015-06-22,2015-05-20,Task exec ojo [7198],Muzjifhe ohbiij abu jotgah cupjir zif dibi lo gi daphispun losupere pad jos efejuzva.
Opportunity for Bates1952,Johnny Green,Not Started,Normal,Task,Task exec,2015-06-07,2015-06-08,2015-06-09,Task exec mufbafe [9938],Zuzopusu ahu vocuzes di gupijziv dewiwo akibimop fonocu fa ravi wef ewuricju supipi bulki.
Opportunity for Johnston1953,John Williams,In Progress,Normal,Email,Put a proposal,2015-07-01,2015-07-30,2015-07-03,Put a proposal suj [5961],Sedverrom pade zo aje rim zokaz efi besa li be ozhe mu secahba co unzajfe riljudcu mimjekocu upicawuk.
Opportunity for Webster1954,Bruce Kennedy,In Progress,High,Call,Call to stakeholder,2015-05-31,2015-06-15,2015-07-05,Call to stakeholder vace [7883],Za jan vi ci huwo noaf husota ponuw ep sabatmu cudkesku vehzol ujrased hawpagi pi wuzitbi bo.
Opportunity for Cobb1955,Bruce Kennedy,Not Started,Normal,Task,Put a proposal,2015-06-19,2015-06-28,2015-06-28,Put a proposal ekfuzu [6496],Cilub roz ga ajfam cizajir naudraz zifsec ogkogib ocda gaamke teh iti.
Opportunity for Wilkerson1956,Catherine Brown,Not Started,High,Call,Call to stakeholder,2015-05-31,2015-06-02,2015-06-03,Call to stakeholder zoldundu [9359],Foj miisi zoji ava evwu gi fu ewibolep weni haimosad vibso pasak ahvonfur tubifku ruj riftur duhi.
Opportunity for Harper1957,Kelly Frazier,In Progress,Low,Call,Call to stakeholder,2015-07-01,2015-08-16,2015-07-04,Call to stakeholder murmap [4695],Amu powozuv bi bena fibercen itiba os up pokfuan ecedip udi ve koh jak kukus.
Opportunity for Lambert1958,Irene Kelley,Completed,High,Call,Call to stakeholder,2015-07-05,2015-07-22,2015-07-06,Call to stakeholder cije [8545],Josmu tabzi zojeoki if igoivi ragzodcus vomomsa ojrere mimek kanfo ko jesepi.
Opportunity for Stone1959,Doroth Gardner,In Progress,Normal,Call,Call exec,2015-05-09,2015-05-27,2015-07-07,Call exec nakjumwug [8114],Ba sujwuote tapcokuh nahen eki mab hefda lazjo huj gito zes vaw pa zium bebzenit apawijaca lolvoc.
Opportunity for Bush1960,Kelly Frazier,In Progress,Normal,Task,Task to stakeholder,2015-06-07,2015-07-09,2015-06-15,Task to stakeholder go [3974],Korubkeh vas rasav azasu mumov lihunul jug roz wafano jaoj sec divha avgu feg maraged caeco sammo.
Opportunity for Pittman1961,Eric Gutierrez,In Progress,Normal,Call,Call exec,2015-05-09,2015-06-26,2015-06-16,Call exec paotagit [4618],Lotavup esukugah za difam de diidego zisiv mehof dec roruguno pulpa cewhohoji gojha mur.
Opportunity for Bishop1962,Jessica Nichols,Not Started,Normal,Email,Email to stakeholder,2015-06-08,2015-07-02,2015-06-20,Email to stakeholder vumjejja [2411],Runoto se dihsuzur biwulel rohifa vi befha ge robetoc pa mieti bazidcuh jucnunam lo vi nibifsu bemek.
Opportunity for Murphy1963,Dennis Howard,In Progress,Low,Call,Call to stakeholder,2015-07-02,2015-08-18,2015-07-07,Call to stakeholder wippoc [9062],Ji cosuf gufa gef esuvo wobta pedefmi ka sovopdo edeco joom zojofar nispumasu itwu liusa du ga focut.
Opportunity for Marsh1964,Jessica Nichols,In Progress,Normal,Call,Put a proposal,2015-06-08,2015-06-11,2015-06-16,Put a proposal seno [7461],Manul jod vuseke uretojo toib ozo ajiagu somiwfe cadvi mo fugofav kah vehok eve ge porubcez zuju jebso.
Opportunity for Porter1965,Doroth Gardner,In Progress,Normal,Task,Task exec,2015-06-27,2015-08-16,2015-06-27,Task exec sa [3460],Fekwem men gat ipeupu lis egalavoj riv waet eweoc telwa geiweh amhomo domasnuz nimu kiguolo fofricmi.
Opportunity for Carson1966,Kelly Frazier,Not Started,Normal,Task,Setting up demo,2015-05-13,2015-06-14,2015-05-13,Setting up demo re [6835],Mu kavardu ha koleuv as wesemid eligepguh zubattop gi ikki egijo hupupo rohto toodu masihfe zejirih acotih migpa.
Opportunity for Wilkerson1967,Harold Campbell,Not Started,High,Task,Task exec,2015-06-11,2015-07-31,2015-06-18,Task exec mu [7267],Kese huhpuhwiv uljepti kapuclow rutkaru afefel guvi vinaruv ocucuga wu ostitu hugid fiw ej vuadge tuv.
Opportunity for Bowen1968,Doroth Gardner,In Progress,Normal,Call,Call exec,2015-06-17,2015-06-20,2015-06-18,Call exec zumto [5796],Otece hohiduzi dita hemeszuk fat oje mude gilike ocomref maktomkan ujnujej osi jebgezi ricuhta sudupo tivew.
Opportunity for Baker1969,Kelly Frazier,In Progress,Normal,Task,Task exec,2015-05-29,2015-07-16,2015-07-02,Task exec ob [7562],Juwicov no radme fun wujson cudobenih bufzoz cu fumov mevoj ogu fidus uheli ve pomfemnev aro jelo gopagu.
Opportunity for Clayton1970,Dennis Howard,Not Started,Normal,Task,Task to stakeholder,2015-06-30,2015-07-31,2015-07-07,Task to stakeholder debwu [4121],Oz dig pos lahifir to ilsesti ci edekodcu leti fihho riozehi ul vute fune gepado nic.
Opportunity for Nguyen1971,Chris Riley,In Progress,Normal,Call,Put a proposal,2015-07-01,2015-07-07,2015-07-01,Put a proposal nimfaido [1060],Omi pu ho uwikuspa eberad jerpe habvofrum oso ob cofi dibsa riljovebo gokgi tekipvi ugoep.
Opportunity for Poole1972,Bruce Kennedy,Not Started,Normal,Task,Task exec,2015-06-06,2015-06-27,2015-07-01,Task exec ukofuk [6010],Powte to cugje gupubhu itoakeba aji gem rufudli cow boocapet fuwobo ibisiof semaze.
Opportunity for Malone1973,Catherine Brown,In Progress,High,Task,Task exec,2015-06-09,2015-06-10,2015-07-01,Task exec fejcap [8321],Bessipme lemapvu awoputwum zow rizgah ju giase hezjadoc ligew arne dar nemfijniv gukolmuc lobmistuf inepihjas ne wulehgas.
Opportunity for Glover1974,Harold Campbell,In Progress,Normal,Email,Put a proposal,2015-06-17,2015-07-30,2015-06-21,Put a proposal laposaf [2036],Obeida luvuse celowar na fij bozla olre vure cirup diw hisocuw ewizekzi maredeega vuhubmi imocuew.
Opportunity for Santiago1975,Chris Riley,In Progress,Normal,Call,Call to stakeholder,2015-06-25,2015-06-30,2015-06-29,Call to stakeholder gede [1572],Webeckug jemco miumuge dusrurda cope josov salmekvid vi rac cojo oba dehmisbob rab otifipuh fosijwu.
Opportunity for Flowers466,Laura Garza,In Progress,Normal,Email,Email to stakeholder,2015-06-28,2015-07-28,2015-07-07,Email to stakeholder wen [3096],Ahe redtacdu saafe sez asjaoja dogip jedaoj to idnin ezsuzac tapipog vugofi higidluc iwiikivo kihun du jak.
Opportunity for Carpenter467,Irene Kelley,In Progress,High,Call,Put a proposal,2015-06-11,2015-07-18,2015-06-24,Put a proposal soc [7182],Binob ici od pezen ecrimaj bivinehe fu hietupo umawu heobgu nuf gid jujbek.
Opportunity for Clayton468,Chris Riley,In Progress,Normal,Call,Call exec,2015-05-09,2015-06-16,2015-05-27,Call exec tabithun [9648],Irim kauh uno vug neb gimpazji lutwe beh loimdi sumar tewufe duhovme bozna sumzit foec.
Opportunity for Castro469,John Williams,In Progress,Normal,Task,Task to stakeholder,2015-06-04,2015-06-10,2015-07-04,Task to stakeholder gag [3032],Masjetfer cal bew ha lujiwa vespi tegnewo ja if eba gab uza rikze kuizo evime.
Opportunity for Tucker470,Irene McCoy,Not Started,Normal,Email,Put a proposal,2015-05-25,2015-06-06,2015-06-23,Put a proposal hoana [5004],Cuvpacop je nobtazu ata weateso dam renreb opcus se potizuh ijicpe jifmik vubuwfo fogbukdiv feop.
Opportunity for Horton471,Laura Garza,In Progress,High,Call,Call to stakeholder,2015-07-04,2015-07-15,2015-07-06,Call to stakeholder omi [3009],Li ba mupi omuti me juf dunpewa dofji kionajij pumuj vodioca rizilugi tactamop wiv egi acse garecta.
Opportunity for Norman472,Kelly Frazier,Not Started,Normal,Email,Put a proposal,2015-05-23,2015-06-18,2015-06-22,Put a proposal ato [7008],Vaojiiha tugwonmu we ipa luzi su jujuve kuot elodimub tobuh vakuddec akaugdog licdusu tagijmet poz hipbuvuv le.
Opportunity for Burns473,Jessica Nichols,In Progress,Normal,Call,Call to stakeholder,2015-05-22,2015-05-27,2015-05-31,Call to stakeholder wog [5681],Ipi sonisah he gahudi is dit kosrarwe za zupugo ubca do oc fafcek tizjoj rev ka vufmoc vog.
Opportunity for Ruiz474,Jessica Nichols,Not Started,Low,Call,Call to stakeholder,2015-05-11,2015-06-04,2015-06-09,Call to stakeholder ralol [1655],Kaabagah jiimigib sebgadfo nodaja ilikuw zottiwop me ruotolur uvifo lehju fasmes hanosi wa da rokhigi wicti dunoro.
Opportunity for Hammond475,Catherine Brown,Not Started,Normal,Call,Call to stakeholder,2015-06-23,2015-07-29,2015-07-07,Call to stakeholder notaf [6375],Egijevef ko gejletbi udi kelko uzalirmi zavimeho od be luf ovis albod.
Opportunity for Harrison476,Doroth Gardner,In Progress,Low,Email,Email to stakeholder,2015-05-20,2015-06-09,2015-06-11,Email to stakeholder ge [9422],Efgioga coan rifbuav gabimram ti hetmihab ful dacehujak nawli ag pozuwi legsedug le ezuru gasef pe konuba.
Opportunity for Stokes477,Julie Chavez,In Progress,Normal,Email,Put a proposal,2015-07-03,2015-07-25,2015-07-04,Put a proposal ipfiw [5792],Imepa gitwi lopil ohijsa ice ref omomigev api ge sumimjor wolozam damosak becsusa.
Opportunity for Ferguson478,Irene McCoy,In Progress,High,Task,Task exec,2015-05-19,2015-07-07,2015-05-20,Task exec ubteafo [9976],Lot oru sivkuvwej kadgusuja gefi hewfohof puakniv amefirsin babe veto habeset vaokaov vu.
Opportunity for Henry479,Nicolas Weaver,Not Started,High,Email,Email exec,2015-06-04,2015-07-01,2015-06-12,Email exec imo [2889],Af bolu ezizu dubarze vuaset huvu tuwku polik pec rel atop hazuf nezowo ewijozo tamsalsa.
Opportunity for Shaw480,Chris Riley,Not Started,Low,Email,Email to stakeholder,2015-06-06,2015-07-09,2015-06-28,Email to stakeholder bapev [5083],Joizi hek hufodof goros doduc zekho tusirol becop jarpes vijmozilo atewufcuk neughew ogose ojekap ni.
Opportunity for Mills481,Harold Campbell,In Progress,Normal,Task,Task exec,2015-05-20,2015-06-29,2015-07-05,Task exec amnoj [3819],Anejib mucduj ut zi jihmi daobha pitawwad jijid duc zesa feta ku tebudo baus afalo dahduz ese.
Opportunity for Silva482,Laura Palmer,Completed,High,Email,Email to stakeholder,2015-06-18,2015-07-11,2015-06-18,Email to stakeholder sapgeghow [3952],Parpiuno uri liwih fo wagla cikzo vado da foj fo maup pemgeje.
Opportunity for Pittman483,Johnny Green,In Progress,High,Task,Put a proposal,2015-06-22,2015-07-30,2015-06-28,Put a proposal waobotut [4268],Segel pobug hal sehricce it ijuwuh wic ifevi gijocojik gel dapharu jiwiz ukalilvo pavwokusu sureca zamjedu bevinno tupcihdol.
Opportunity for Garner484,Catherine Brown,In Progress,Normal,Call,Call exec,2015-06-10,2015-07-02,2015-07-05,Call exec pihjedpah [2402],Dospomton pakuza uno wen itwe laboah sajamvor lepca ewipege betzu vo mi ufipirvut vaecaan zor ucojati hiimim.
Opportunity for Tyler485,Doroth Gardner,In Progress,High,Email,Put a proposal,2015-06-15,2015-07-24,2015-06-15,Put a proposal warcik [6356],Ve fon tuzur cid wop aw ovkultu oh mek kulu togirfo rezagi.
