WhatId,OwnerId,CreatedDate,LastModifiedDate,ActivityDate,Subject,DurationInMinutes
Opportunity for Peters521,Irene McCoy,2015-06-05,2015-06-20,2015-06-23,Demo with execs ja [8200],48
Opportunity for Ford522,Chris Riley,2015-05-11,2015-05-20,2015-06-04,Meeting with stakeholders gezu [5892],59
Opportunity for Clarke523,Irene McCoy,2015-06-28,2015-07-03,2015-07-16,Meeting with stakeholders jowkosih [2522],100
Opportunity for Dennis524,Eric Sanchez,2015-07-02,2015-07-03,2015-07-14,Demo with execs gu [4102],63
Opportunity for Sherman525,Irene McCoy,2015-06-07,2015-07-01,2015-06-19,Demo with execs buwru [8116],18
Opportunity for Kelley526,John Williams,2015-06-18,2015-06-20,2015-07-29,Demo with execs surop [2387],24
Opportunity for Cole527,Irene McCoy,2015-06-04,2015-07-06,2015-06-18,Meeting with stakeholders muzpiumu [2010],85
Opportunity for Gonzalez528,Irene Kelley,2015-05-10,2015-06-10,2015-05-19,Meeting with stakeholders os [7140],56
Opportunity for Harper529,Evelyn Williamson,2015-06-05,2015-06-06,2015-07-16,Meeting with stakeholders vimaluh [2976],87
Opportunity for Duncan873,Doroth Gardner,2015-07-06,2015-07-06,2015-08-21,Demo with execs pa [6404],67
Opportunity for Hernandez874,John Williams,2015-07-02,2015-07-04,2015-07-20,Demo with execs hiwzoj [1422],53
Opportunity for Daniel875,Jessica Nichols,2015-06-10,2015-06-17,2015-06-18,Demo with execs je [8529],19
Opportunity for Stewart876,Laura Palmer,2015-05-20,2015-07-07,2015-06-03,Demo with execs kezomowu [2392],50
Opportunity for Hunter877,Bruce Kennedy,2015-07-06,2015-07-06,2015-07-26,Meeting with stakeholders miri [4688],30
Opportunity for Mason878,Johnny Green,2015-05-15,2015-06-30,2015-05-31,Demo with execs gujwa [6331],22
Opportunity for Burns879,Doroth Gardner,2015-06-29,2015-06-30,2015-08-17,Meeting with stakeholders nugka [2175],82
Opportunity for Davidson880,Dennis Howard,2015-05-23,2015-06-05,2015-07-08,Demo with execs me [9635],42
Opportunity for McKenzie881,Evelyn Williamson,2015-06-09,2015-06-10,2015-06-25,Demo with execs zaj [3284],16
Opportunity for Hernandez882,Bruce Kennedy,2015-06-13,2015-07-02,2015-07-09,Demo with execs zidefuize [5968],102
Opportunity for Mack883,Eric Gutierrez,2015-06-11,2015-07-05,2015-06-20,Meeting with stakeholders wo [3613],62
Opportunity for Walton884,Nicolas Weaver,2015-06-01,2015-06-11,2015-06-21,Meeting with stakeholders gazgo [2438],104
Opportunity for Duncan885,Evelyn Williamson,2015-05-14,2015-06-19,2015-06-24,Meeting with stakeholders mujici [4084],24
Opportunity for Hampton886,Jessica Nichols,2015-06-24,2015-06-30,2015-07-13,Meeting with stakeholders dehe [9273],56
Opportunity for Stewart887,Bruce Kennedy,2015-07-04,2015-07-05,2015-08-18,Meeting with stakeholders hutvev [3798],72
Opportunity for Bowman888,Nicolas Weaver,2015-05-10,2015-07-03,2015-06-28,Meeting with stakeholders fol [8793],26
Opportunity for Edwards889,John Williams,2015-06-14,2015-06-17,2015-07-06,Meeting with stakeholders si [7225],77
Opportunity for Figueroa890,Laura Garza,2015-05-26,2015-06-06,2015-07-07,Demo with execs so [1192],112
Opportunity for Baker891,Johnny Green,2015-07-04,2015-07-05,2015-08-07,Meeting with stakeholders lotli [7461],103
Opportunity for Coleman892,Catherine Brown,2015-07-01,2015-07-06,2015-08-20,Demo with execs irkaseh [7818],38
Opportunity for Stokes893,Johnny Green,2015-06-27,2015-07-02,2015-06-28,Meeting with stakeholders ot [1972],120
Opportunity for Nichols894,Bruce Kennedy,2015-07-07,2015-07-07,2015-08-08,Meeting with stakeholders dochejti [7152],48
Opportunity for Burns895,Catherine Brown,2015-06-14,2015-06-18,2015-06-23,Meeting with stakeholders ah [2912],15
Opportunity for Graham1259,Kelly Frazier,2015-05-26,2015-06-17,2015-05-28,Demo with execs lotkovleg [1520],53
Opportunity for Crawford1260,Julie Chavez,2015-05-08,2015-05-20,2015-05-13,Meeting with stakeholders zadudi [9703],96
Opportunity for Baker1261,Irene Kelley,2015-06-15,2015-07-07,2015-06-17,Meeting with stakeholders ji [8754],91
Opportunity for Patrick1262,John Williams,2015-06-17,2015-06-25,2015-07-23,Meeting with stakeholders ka [9358],74
Opportunity for Perkins1263,Laura Palmer,2015-06-30,2015-07-07,2015-07-06,Demo with execs opubazro [6053],35
Opportunity for Bryan1264,Irene Kelley,2015-06-21,2015-07-01,2015-07-05,Meeting with stakeholders palkatde [4647],62
Opportunity for Guzman1265,Catherine Brown,2015-07-06,2015-07-06,2015-07-12,Demo with execs ehpujap [5924],55
Opportunity for Bowman1266,Bruce Kennedy,2015-07-02,2015-07-05,2015-08-13,Meeting with stakeholders muhelpa [7677],79
Opportunity for Harper1267,Evelyn Williamson,2015-05-31,2015-06-18,2015-06-22,Meeting with stakeholders gizboz [1615],20
Opportunity for Tucker1268,Laura Garza,2015-07-03,2015-07-03,2015-07-22,Demo with execs tajahu [5953],51
Opportunity for Wood1269,Harold Campbell,2015-06-17,2015-07-01,2015-06-28,Demo with execs soffis [9197],35
Opportunity for Padilla1270,Catherine Brown,2015-06-23,2015-07-01,2015-06-24,Meeting with stakeholders vubjiwej [5257],100
Opportunity for Guerrero1271,Chris Riley,2015-06-27,2015-06-30,2015-07-08,Demo with execs zoevocag [2935],113
Opportunity for Palmer1272,Nicolas Weaver,2015-05-30,2015-06-26,2015-06-11,Demo with execs koter [9631],65
Opportunity for Brady1273,Julie Chavez,2015-05-25,2015-06-03,2015-06-01,Demo with execs ashipu [5012],48
Opportunity for Dean1274,Harold Campbell,2015-06-24,2015-06-28,2015-06-27,Meeting with stakeholders mariho [7256],111
Opportunity for Gray1275,Laura Garza,2015-07-06,2015-07-07,2015-07-15,Meeting with stakeholders da [8098],78
Opportunity for Malone1276,Bruce Kennedy,2015-05-11,2015-06-01,2015-06-25,Meeting with stakeholders sibarfe [4020],55
Opportunity for Ryan1277,Eric Sanchez,2015-05-23,2015-06-09,2015-06-23,Meeting with stakeholders hutuvuan [2316],99
Opportunity for Patton1278,Eric Gutierrez,2015-05-13,2015-06-01,2015-05-19,Demo with execs le [5973],103
Opportunity for Blake1279,Eric Gutierrez,2015-06-24,2015-07-05,2015-06-25,Meeting with stakeholders posef [6123],33
Opportunity for Farmer1280,Evelyn Williamson,2015-05-15,2015-05-17,2015-05-18,Demo with execs fa [5779],110
Opportunity for Chandler1281,Eric Gutierrez,2015-06-10,2015-06-22,2015-06-26,Demo with execs ma [1864],20
Opportunity for Bradley1628,Kelly Frazier,2015-05-20,2015-06-17,2015-07-04,Demo with execs iwtu [8711],115
Opportunity for Rios1629,Eric Sanchez,2015-05-10,2015-06-28,2015-05-26,Demo with execs lob [5671],118
Opportunity for Barnett1630,Bruce Kennedy,2015-07-02,2015-07-05,2015-07-29,Meeting with stakeholders iwme [4339],96
Opportunity for Peters1631,Laura Garza,2015-06-10,2015-07-05,2015-06-29,Meeting with stakeholders ju [7221],41
Opportunity for Gardner1632,Eric Sanchez,2015-05-12,2015-05-29,2015-05-15,Meeting with stakeholders ubo [9862],91
Opportunity for Richards1633,Nicolas Weaver,2015-07-04,2015-07-07,2015-08-17,Demo with execs radoluna [3353],62
Opportunity for Marsh1634,Eric Sanchez,2015-07-02,2015-07-02,2015-07-19,Demo with execs esa [5824],57
Opportunity for Clark1635,Kelly Frazier,2015-05-10,2015-06-04,2015-05-27,Demo with execs fusogvuh [7998],65
Opportunity for Bass1636,Dennis Howard,2015-06-20,2015-06-21,2015-07-09,Demo with execs ge [2666],58
Opportunity for Mendoza1637,Kelly Frazier,2015-06-20,2015-06-28,2015-07-23,Demo with execs ha [4907],104
Opportunity for Powers1638,Laura Garza,2015-06-01,2015-06-04,2015-07-03,Demo with execs suc [3231],50
Opportunity for Barrett1639,Chris Riley,2015-06-02,2015-06-19,2015-06-19,Demo with execs uneabodav [5071],102
Opportunity for Lloyd1640,Catherine Brown,2015-05-22,2015-07-04,2015-06-10,Demo with execs jurtohe [9473],63
Opportunity for Bryan1641,Eric Sanchez,2015-06-17,2015-07-03,2015-08-04,Meeting with stakeholders sajefveg [3892],22
Opportunity for Jacobs1642,Catherine Brown,2015-06-03,2015-07-02,2015-07-10,Meeting with stakeholders ajzef [9145],17
Opportunity for Powell1643,Bruce Kennedy,2015-05-14,2015-05-27,2015-05-20,Meeting with stakeholders busni [4905],44
Opportunity for Baker1644,John Williams,2015-06-11,2015-06-26,2015-06-22,Demo with execs huk [9434],52
Opportunity for Ford1645,Irene Kelley,2015-06-05,2015-06-09,2015-06-30,Meeting with stakeholders owi [3413],60
Opportunity for McDaniel1646,Kelly Frazier,2015-06-08,2015-06-20,2015-06-15,Demo with execs damekur [7656],60
Opportunity for French1647,Julie Chavez,2015-06-25,2015-06-28,2015-06-30,Meeting with stakeholders akadure [8990],33
Opportunity for Chandler1648,Julie Chavez,2015-06-20,2015-06-22,2015-07-20,Demo with execs gekse [6791],93
Opportunity for Bridges1649,Julie Chavez,2015-05-09,2015-05-17,2015-05-16,Demo with execs ba [2351],118
Opportunity for Austin1650,Laura Palmer,2015-05-22,2015-06-13,2015-05-25,Meeting with stakeholders hurod [3552],90
Opportunity for Wright1651,Irene Kelley,2015-06-06,2015-06-25,2015-07-18,Meeting with stakeholders uduaw [9786],118
Opportunity for McKenzie1652,Kelly Frazier,2015-05-30,2015-06-20,2015-06-14,Demo with execs bive [9681],88
Opportunity for Gill530,Chris Riley,2015-05-13,2015-07-04,2015-06-23,Meeting with stakeholders sim [6522],78
Opportunity for Blake531,Evelyn Williamson,2015-07-02,2015-07-07,2015-07-11,Meeting with stakeholders ra [5139],35
Opportunity for Newton532,Bruce Kennedy,2015-06-02,2015-06-06,2015-07-10,Demo with execs ac [3244],113
Opportunity for Schwartz533,Eric Gutierrez,2015-06-24,2015-06-27,2015-08-01,Demo with execs hav [5074],26
Opportunity for Hunter534,Irene Kelley,2015-05-13,2015-07-05,2015-05-25,Demo with execs bus [8376],69
Opportunity for Thomas535,Kelly Frazier,2015-05-16,2015-06-18,2015-05-23,Demo with execs jasi [8243],22
Opportunity for Newman536,Kelly Frazier,2015-06-19,2015-06-21,2015-07-08,Meeting with stakeholders behe [3243],59
Opportunity for Tate537,Laura Garza,2015-05-27,2015-07-01,2015-06-12,Meeting with stakeholders okucamu [9743],41
Opportunity for Cobb538,Jessica Nichols,2015-05-12,2015-06-27,2015-05-30,Demo with execs fajra [1028],75
Opportunity for Burton539,Kelly Frazier,2015-05-31,2015-06-18,2015-06-09,Meeting with stakeholders uluuhis [3435],77
Opportunity for Roberson540,Eric Sanchez,2015-06-22,2015-06-22,2015-06-30,Meeting with stakeholders nonmoci [6918],31
Opportunity for Harrison541,Johnny Green,2015-06-04,2015-06-04,2015-07-24,Meeting with stakeholders mip [7137],115
Opportunity for Matthews542,Jessica Nichols,2015-06-30,2015-07-02,2015-08-13,Meeting with stakeholders usvena [2991],86
Opportunity for Bryant543,Eric Gutierrez,2015-05-29,2015-06-20,2015-07-03,Demo with execs uwhoh [1236],69
Opportunity for Wong544,Laura Garza,2015-05-17,2015-06-13,2015-05-21,Meeting with stakeholders dovemda [7576],86
Opportunity for Mack545,Evelyn Williamson,2015-06-24,2015-07-02,2015-06-25,Meeting with stakeholders iwa [8503],39
Opportunity for Watkins896,Dennis Howard,2015-06-13,2015-07-03,2015-07-16,Demo with execs rivaalo [4329],101
Opportunity for Bridges897,Evelyn Williamson,2015-05-16,2015-06-17,2015-06-12,Demo with execs jij [6998],23
Opportunity for Perry898,Kelly Frazier,2015-06-15,2015-07-07,2015-07-25,Meeting with stakeholders rupju [5394],82
Opportunity for Powell899,John Williams,2015-07-01,2015-07-04,2015-07-25,Demo with execs baha [5429],62
Opportunity for Wilkerson900,Doroth Gardner,2015-05-10,2015-07-01,2015-05-30,Meeting with stakeholders op [7734],28
Opportunity for McCoy901,Bruce Kennedy,2015-07-06,2015-07-07,2015-07-24,Meeting with stakeholders lekkepmek [8470],24
Opportunity for Black902,Doroth Gardner,2015-06-23,2015-07-06,2015-07-04,Demo with execs rihe [7285],107
Opportunity for Morales903,Harold Campbell,2015-06-11,2015-06-26,2015-07-05,Demo with execs ofnudaf [6268],31
Opportunity for Doyle904,Laura Garza,2015-05-30,2015-06-06,2015-07-05,Meeting with stakeholders binhovos [8309],50
Opportunity for Watkins905,Johnny Green,2015-06-07,2015-06-12,2015-06-19,Demo with execs mamahbe [5033],71
Opportunity for Williamson906,Evelyn Williamson,2015-06-24,2015-06-30,2015-08-12,Demo with execs idetip [1432],84
Opportunity for Campbell907,Eric Sanchez,2015-06-03,2015-06-16,2015-06-21,Demo with execs ve [5162],117
Opportunity for Black908,Harold Campbell,2015-05-28,2015-06-22,2015-06-01,Meeting with stakeholders ranigiv [9640],54
Opportunity for Woods909,Doroth Gardner,2015-05-24,2015-07-01,2015-07-01,Demo with execs sag [7503],46
Opportunity for Brady910,Harold Campbell,2015-06-25,2015-06-25,2015-07-07,Meeting with stakeholders ujetolos [4020],75
Opportunity for Evans911,Doroth Gardner,2015-06-30,2015-07-07,2015-08-12,Demo with execs gaipi [5883],116
Opportunity for Sutton912,Eric Gutierrez,2015-06-13,2015-06-23,2015-07-08,Demo with execs ku [3086],107
Opportunity for West913,Bruce Kennedy,2015-05-27,2015-06-23,2015-06-22,Demo with execs dippil [7923],88
Opportunity for Schneider914,Kelly Frazier,2015-06-14,2015-06-23,2015-07-07,Demo with execs logtic [8628],90
Opportunity for Walker915,Laura Palmer,2015-06-08,2015-06-26,2015-06-26,Meeting with stakeholders li [6638],24
Opportunity for Armstrong916,Kelly Frazier,2015-06-12,2015-06-23,2015-07-18,Meeting with stakeholders farlipkas [3578],117
Opportunity for Osborne917,Bruce Kennedy,2015-05-16,2015-05-29,2015-06-25,Meeting with stakeholders hehvi [1851],45
Opportunity for Pratt918,Johnny Green,2015-05-12,2015-06-28,2015-07-01,Meeting with stakeholders zetfevmuc [9927],112
Opportunity for Ingram919,Bruce Kennedy,2015-06-07,2015-07-07,2015-07-08,Demo with execs wik [3331],47
Opportunity for Swanson1282,Eric Gutierrez,2015-06-01,2015-06-27,2015-07-01,Demo with execs jefodboc [3524],53
Opportunity for Edwards1283,John Williams,2015-06-01,2015-06-20,2015-06-30,Meeting with stakeholders hamez [8845],31
Opportunity for Bowers1284,John Williams,2015-05-19,2015-05-29,2015-06-03,Demo with execs ge [5631],120
Opportunity for Holland1285,Julie Chavez,2015-05-23,2015-07-03,2015-06-17,Meeting with stakeholders vutidob [2991],112
Opportunity for Lamb1286,Nicolas Weaver,2015-06-17,2015-06-27,2015-07-29,Meeting with stakeholders jimowwo [4875],114
Opportunity for Jefferson1287,Eric Gutierrez,2015-06-10,2015-06-25,2015-06-12,Demo with execs nod [7950],15
Opportunity for Park1288,John Williams,2015-06-08,2015-06-10,2015-06-19,Meeting with stakeholders anarufzed [9715],43
Opportunity for Stevenson1289,Dennis Howard,2015-07-07,2015-07-07,2015-08-10,Meeting with stakeholders lapgen [5975],79
Opportunity for Brock1290,Eric Sanchez,2015-06-20,2015-06-21,2015-07-13,Meeting with stakeholders naofedad [1213],97
Opportunity for Grant1291,Irene Kelley,2015-07-03,2015-07-04,2015-07-26,Meeting with stakeholders molziugi [3142],70
Opportunity for Palmer1292,Doroth Gardner,2015-06-30,2015-07-05,2015-07-11,Demo with execs tugip [1254],61
Opportunity for Hughes1293,Harold Campbell,2015-05-25,2015-07-07,2015-07-08,Meeting with stakeholders doc [8729],113
Opportunity for Ball1294,Irene McCoy,2015-06-24,2015-06-28,2015-07-25,Demo with execs gi [6830],70
Opportunity for Colon1295,Eric Gutierrez,2015-05-16,2015-05-17,2015-06-13,Meeting with stakeholders ihioc [3745],73
Opportunity for Flores1296,Laura Garza,2015-06-30,2015-07-01,2015-08-09,Meeting with stakeholders dozigi [3488],39
Opportunity for Baldwin1297,Kelly Frazier,2015-05-22,2015-06-13,2015-06-27,Demo with execs cubhob [7144],33
Opportunity for Parsons1298,Julie Chavez,2015-06-06,2015-06-29,2015-07-17,Meeting with stakeholders govouhe [7258],51
Opportunity for Chambers1299,Bruce Kennedy,2015-06-07,2015-07-06,2015-07-07,Meeting with stakeholders dowip [1556],31
Opportunity for Franklin1300,Evelyn Williamson,2015-05-20,2015-05-22,2015-07-04,Meeting with stakeholders ve [5898],45
Opportunity for Clark1301,Johnny Green,2015-05-14,2015-06-01,2015-06-20,Demo with execs tucuv [7442],41
Opportunity for Cole1302,Dennis Howard,2015-05-23,2015-05-25,2015-05-27,Demo with execs wa [4308],56
Opportunity for Frank1303,John Williams,2015-06-16,2015-06-30,2015-06-28,Demo with execs goldieja [4308],87
Opportunity for Baker1304,Harold Campbell,2015-06-06,2015-06-07,2015-06-28,Demo with execs ehwibe [7904],94
Opportunity for Santos1305,Evelyn Williamson,2015-07-03,2015-07-03,2015-07-23,Meeting with stakeholders enepidnav [8327],80
Opportunity for Castro1653,Eric Gutierrez,2015-05-15,2015-06-19,2015-06-19,Demo with execs fastel [9304],52
Opportunity for Doyle1654,Johnny Green,2015-06-26,2015-07-04,2015-07-21,Demo with execs orat [2152],42
Opportunity for Simon1655,Kelly Frazier,2015-05-24,2015-06-05,2015-06-19,Demo with execs naniz [2162],33
Opportunity for Chavez1656,Laura Garza,2015-06-12,2015-07-01,2015-06-23,Demo with execs kiwjifvij [4853],105
Opportunity for Nguyen1657,Eric Gutierrez,2015-06-23,2015-06-24,2015-07-15,Demo with execs jicok [5566],84
Opportunity for Henry1658,Jessica Nichols,2015-05-21,2015-06-30,2015-06-21,Meeting with stakeholders amawok [1836],52
Opportunity for Pena1659,Harold Campbell,2015-06-04,2015-06-27,2015-06-11,Demo with execs fag [3332],77
Opportunity for Morales1660,Laura Garza,2015-06-09,2015-06-28,2015-06-30,Demo with execs zuruti [3126],26
Opportunity for Bishop1661,Irene McCoy,2015-05-25,2015-06-14,2015-07-06,Meeting with stakeholders bij [4509],43
Opportunity for Jackson1662,Kelly Frazier,2015-06-21,2015-07-05,2015-07-20,Meeting with stakeholders loswo [3634],36
Opportunity for Goodwin1663,Irene McCoy,2015-05-14,2015-06-13,2015-06-13,Meeting with stakeholders hab [5561],33
Opportunity for Parsons1664,Irene Kelley,2015-06-20,2015-07-06,2015-07-15,Meeting with stakeholders rife [9575],54
Opportunity for Henry1665,Laura Palmer,2015-05-30,2015-06-03,2015-06-16,Demo with execs olisesi [3292],62
Opportunity for Byrd1666,Nicolas Weaver,2015-06-01,2015-06-27,2015-07-15,Demo with execs hocudo [9261],103
Opportunity for Romero1667,Irene McCoy,2015-06-30,2015-07-01,2015-07-13,Demo with execs peki [8972],65
Opportunity for Collins1668,Catherine Brown,2015-06-15,2015-07-06,2015-07-17,Demo with execs babzajro [1223],82
Opportunity for Tran1669,Irene Kelley,2015-05-29,2015-06-08,2015-07-01,Demo with execs fuew [8074],105
Opportunity for Barton1670,Nicolas Weaver,2015-07-04,2015-07-05,2015-08-14,Demo with execs sawva [8229],21
Opportunity for Watkins1671,Julie Chavez,2015-05-08,2015-07-05,2015-06-01,Meeting with stakeholders miheed [4921],63
Opportunity for Chandler1672,Irene McCoy,2015-05-29,2015-07-03,2015-06-27,Demo with execs cip [9346],118
Opportunity for Ramsey1673,Eric Gutierrez,2015-07-06,2015-07-07,2015-08-08,Meeting with stakeholders aw [3111],54
Opportunity for Taylor1674,Bruce Kennedy,2015-05-17,2015-05-19,2015-06-05,Demo with execs as [9787],79
Opportunity for Johnston1675,Irene Kelley,2015-05-23,2015-07-04,2015-06-01,Meeting with stakeholders caota [6722],18
Opportunity for Clayton1676,Dennis Howard,2015-05-15,2015-06-15,2015-06-11,Meeting with stakeholders fuwekpu [7713],33
Opportunity for Walker546,Laura Garza,2015-07-05,2015-07-07,2015-08-14,Meeting with stakeholders tece [6681],66
