Account.Name,Amount,CloseDate,LeadSource,Name,Owner.Name,StageName,Type,CreatedDate,ForecastCategory,Opportunity_Source__c
Colon817 Inc,254550,2013-03-28,Employee Referral,Opportunity for Hughes868,Harold Campbell,Closed Won,Existing Business,2012-08-31,Closed,Marketing
Flowers529 Inc,1445850,2013-05-19,Employee Referral,Opportunity for Hunter869,Irene Kelley,Closed Won,New Business / Add-on,2013-03-21,Closed,Marketing
Cooper671 Inc,111004,2014-09-18,Employee Referral,Opportunity for Meyer870,Catherine Brown,Closed Won,Existing Business,2014-06-06,Closed,Alliances
Holt295 Inc,1150400,2013-09-30,Seminar - Internal,Opportunity for Mills871,Harold Campbell,Closed Won,Existing Business,2013-03-24,Closed,AE
Myers448 Inc,339815,2014-08-04,Web,Opportunity for Gordon872,Harold Campbell,Closed Won,New Business / Add-on,2014-05-13,Closed,AE
Lopez363 Inc,2152500,2012-11-21,Partner,Opportunity for Gregory1240,Doroth Gardner,Closed Lost,Existing Business,2012-11-02,Omitted,AE
Ramirez757 Inc,246260,2013-08-19,Seminar - Internal,Opportunity for Wells1241,Laura Palmer,Closed Won,Existing Business,2013-02-07,Closed,Marketing
Watts685 Inc,3907275,2015-02-22,Trade Show,Opportunity for Rogers1242,John Williams,Closed Won,New Business,2014-08-18,Closed,AE
Nash380 Inc,288925,2014-10-19,Seminar - Internal,Opportunity for Newton1243,Laura Palmer,Closed Won,New Business / Add-on,2014-09-22,Closed,Marketing
Webb232 Inc,436500,2015-04-09,Public Relations,Opportunity for Parks1244,Evelyn Williamson,Closed Won,Existing Business,2015-03-16,Closed,BDR
Christensen303 Inc,1951250,2012-07-23,Partner,Opportunity for White1245,John Williams,Closed Won,New Business / Add-on,2012-05-11,Closed,BDR
Cox450 Inc,937550,2015-07-09,Word of mouth,Opportunity for Hall1246,Kelly Frazier,Value Proposition,New Business / Add-on,2015-02-03,Pipeline,AE
Rice189 Inc,170060,2013-04-21,Partner,Opportunity for Cross1247,John Williams,Closed Won,Existing Business,2012-12-29,Closed,AE
Francis119 Inc,263730,2014-02-27,Web,Opportunity for Bennett1248,Eric Gutierrez,Closed Won,New Business,2013-12-17,Closed,AE
Hart828 Inc,50890,2015-07-09,Advertisement,Opportunity for Cole1249,Bruce Kennedy,Perception Analysis,New Business / Add-on,2015-04-28,BestCase,Alliances
West706 Inc,1455750,2013-06-10,Word of mouth,Opportunity for Simmons1250,Dennis Howard,Closed Won,Existing Business,2013-02-04,Closed,Marketing
Fox517 Inc,25095,2015-01-30,Seminar - Internal,Opportunity for Morton1251,Eric Sanchez,Closed Won,New Business,2014-12-06,Closed,AE
Price807 Inc,60760,2014-06-28,Seminar - Internal,Opportunity for Swanson1252,Johnny Green,Closed Won,New Business / Add-on,2014-01-10,Closed,Marketing
Hayes607 Inc,4475650,2013-04-18,Web,Opportunity for Ortega1253,Kelly Frazier,Closed Lost,New Business,2013-01-13,Omitted,Marketing
Steele90 Inc,911700,2014-10-16,Web,Opportunity for Newton1254,Eric Sanchez,Closed Won,New Business / Add-on,2014-05-03,Closed,Marketing
Nash127 Inc,49960,2013-09-14,Advertisement,Opportunity for Vega1255,Johnny Green,Closed Lost,New Business,2013-02-08,Omitted,AE
Pena291 Inc,1040340,2014-06-20,Partner,Opportunity for Townsend1256,Bruce Kennedy,Closed Won,Existing Business,2013-12-23,Closed,Marketing
Carlson744 Inc,1499560,2014-04-22,Word of mouth,Opportunity for Thomas1257,Chris Riley,Closed Lost,New Business / Add-on,2013-10-16,Omitted,Alliances
Hughes308 Inc,2129900,2014-10-16,Employee Referral,Opportunity for Delgado1258,Laura Palmer,Closed Lost,New Business / Add-on,2014-03-08,Omitted,Marketing
Harper756 Inc,166400,2013-07-29,Public Relations,Opportunity for Harmon1603,Kelly Frazier,Closed Won,New Business,2013-05-27,Closed,AE
Cross858 Inc,259500,2014-05-15,Seminar - Internal,Opportunity for Terry1604,Catherine Brown,Closed Won,New Business,2013-12-01,Closed,Alliances
Jimenez958 Inc,45320,2012-08-19,Employee Referral,Opportunity for Rios1605,Evelyn Williamson,Closed Won,New Business,2012-07-29,Closed,AE
Figueroa465 Inc,2532500,2014-03-13,Trade Show,Opportunity for Hardy1606,Doroth Gardner,Closed Won,Existing Business,2013-10-23,Closed,AE
Stone167 Inc,930000,2014-05-04,Word of mouth,Opportunity for Nash1607,Julie Chavez,Closed Won,New Business,2014-01-14,Closed,AE
Ford745 Inc,149240,2014-02-21,Public Relations,Opportunity for Porter1608,John Williams,Closed Lost,New Business,2013-11-20,Omitted,AE
Boone963 Inc,30720,2013-10-19,Public Relations,Opportunity for Rios1609,Irene McCoy,Closed Won,New Business,2013-09-29,Closed,Marketing
Stone167 Inc,1597240,2013-11-28,Seminar - Internal,Opportunity for Berry1610,Eric Sanchez,Closed Lost,New Business,2013-04-29,Omitted,BDR
Rivera385 Inc,27150,2013-04-22,Trade Show,Opportunity for Adkins1611,Eric Sanchez,Closed Won,New Business / Add-on,2013-02-12,Closed,AE
Grant712 Inc,136000,2014-08-16,Public Relations,Opportunity for Osborne1612,Evelyn Williamson,Closed Lost,New Business / Add-on,2014-06-24,Omitted,AE
Chambers596 Inc,4536500,2013-11-03,Partner,Opportunity for Chandler1613,Julie Chavez,Closed Won,New Business,2013-07-02,Closed,Alliances
Russell560 Inc,168480,2013-01-25,Word of mouth,Opportunity for Holland1614,Bruce Kennedy,Closed Won,New Business,2012-07-21,Closed,Marketing
Miles285 Inc,4557100,2012-03-24,Web,Opportunity for Warren1615,Chris Riley,Closed Won,New Business,2012-03-02,Closed,BDR
Rivera752 Inc,1666000,2014-03-16,Partner,Opportunity for Nunez1616,Laura Garza,Closed Lost,New Business / Add-on,2013-11-21,Omitted,Alliances
Alexander704 Inc,51080,2014-02-19,Partner,Opportunity for Hopkins1617,Evelyn Williamson,Closed Won,New Business,2013-06-29,Closed,BDR
May967 Inc,835870,2015-05-28,Web,Opportunity for Cook1618,Chris Riley,Closed Lost,New Business,2015-01-26,Omitted,AE
Cortez731 Inc,908000,2014-01-20,Employee Referral,Opportunity for Guerrero1619,Chris Riley,Closed Won,Existing Business,2013-07-18,Closed,AE
Wade723 Inc,3057500,2015-01-15,Web,Opportunity for Singleton1620,Johnny Green,Closed Won,New Business,2014-11-24,Closed,Marketing
Henderson891 Inc,680730,2013-02-19,Public Relations,Opportunity for Wood1621,Eric Gutierrez,Closed Won,Existing Business,2012-09-24,Closed,BDR
Carr43 Inc,2561250,2013-06-06,Trade Show,Opportunity for Campbell1622,Irene McCoy,Closed Won,New Business,2012-11-24,Closed,Alliances
Bowers460 Inc,15637,2015-07-02,Trade Show,Opportunity for Stanley1623,Irene Kelley,Closed Won,New Business / Add-on,2015-06-14,Closed,Alliances
Hines651 Inc,1197800,2012-08-20,Web,Opportunity for Burton1624,Irene McCoy,Closed Won,New Business / Add-on,2012-01-01,Closed,AE
Manning57 Inc,204480,2012-12-15,Employee Referral,Opportunity for Weaver1625,Chris Riley,Closed Won,New Business / Add-on,2012-05-05,Closed,Marketing
Hopkins600 Inc,749500,2013-12-23,Word of mouth,Opportunity for Phelps1626,Eric Gutierrez,Closed Won,New Business,2013-12-04,Closed,BDR
Taylor238 Inc,1571250,2014-01-14,Seminar - Internal,Opportunity for Jordan1627,Doroth Gardner,Closed Won,New Business,2013-08-20,Closed,AE
Stone592 Inc,264390,2013-01-18,Advertisement,Opportunity for Carr509,Eric Gutierrez,Closed Won,New Business,2012-06-21,Closed,AE
Carr43 Inc,75289,2014-10-03,Advertisement,Opportunity for Morrison510,Doroth Gardner,Closed Won,New Business,2014-02-12,Closed,Alliances
Figueroa166 Inc,679555,2015-11-15,Public Relations,Opportunity for Elliott511,Catherine Brown,Needs Analysis,New Business,2015-06-23,Pipeline,Alliances
Simmons663 Inc,500500,2012-07-04,Seminar - Internal,Opportunity for Hanson512,Harold Campbell,Closed Won,New Business,2012-01-04,Closed,AE
Rivera752 Inc,138690,2015-02-18,Word of mouth,Opportunity for Wilkerson513,John Williams,Closed Won,New Business,2014-10-19,Closed,AE
Figueroa68 Inc,301400,2013-06-01,Web,Opportunity for Cobb514,Bruce Kennedy,Closed Lost,New Business,2012-11-04,Omitted,AE
Houston191 Inc,2171760,2014-08-16,Public Relations,Opportunity for Barnes515,Harold Campbell,Closed Won,New Business,2014-02-09,Closed,BDR
Allen182 Inc,1268300,2013-12-22,Word of mouth,Opportunity for Maldonado516,Laura Garza,Closed Won,Existing Business,2013-07-12,Closed,AE
Tucker401 Inc,211050,2015-09-12,Employee Referral,Opportunity for Collier517,Nicolas Weaver,Qualification,New Business / Add-on,2015-01-16,Pipeline,BDR
Wright507 Inc,2335280,2014-03-28,Web,Opportunity for Stevens518,Dennis Howard,Closed Lost,New Business,2013-09-04,Omitted,AE
Norton790 Inc,1328940,2014-04-27,Partner,Opportunity for Franklin519,Irene McCoy,Closed Won,New Business,2014-02-01,Closed,Marketing
Shelton873 Inc,104940,2015-08-28,Partner,Opportunity for Hansen520,Catherine Brown,Value Proposition,New Business / Add-on,2015-02-26,Pipeline,Marketing
Evans78 Inc,4008410,2012-06-02,Partner,Opportunity for Peters521,Doroth Gardner,Closed Won,New Business,2012-04-20,Closed,Marketing
Rodriguez422 Inc,866400,2013-09-26,Word of mouth,Opportunity for Ford522,Irene Kelley,Closed Won,New Business,2013-07-27,Closed,Marketing
Casey47 Inc,4805100,2015-02-19,Web,Opportunity for Clarke523,Eric Gutierrez,Closed Lost,New Business / Add-on,2014-11-25,Omitted,Alliances
Rodgers79 Inc,3390620,2014-12-30,Trade Show,Opportunity for Dennis524,Eric Gutierrez,Closed Won,New Business,2014-11-19,Closed,AE
Goodman688 Inc,1667500,2012-12-30,Advertisement,Opportunity for Sherman525,John Williams,Closed Won,New Business / Add-on,2012-12-20,Closed,AE
Medina110 Inc,51570,2014-08-04,Web,Opportunity for Kelley526,Doroth Gardner,Closed Lost,Existing Business,2014-04-13,Omitted,BDR
Gutierrez801 Inc,858300,2012-10-12,Web,Opportunity for Cole527,Chris Riley,Closed Won,New Business,2012-09-09,Closed,Alliances
Mendoza936 Inc,2433750,2014-07-03,Partner,Opportunity for Gonzalez528,Irene McCoy,Closed Lost,New Business / Add-on,2014-01-02,Omitted,Marketing
Bowman347 Inc,17621,2015-03-25,Web,Opportunity for Harper529,Dennis Howard,Closed Won,New Business / Add-on,2014-08-01,Closed,AE
Cox450 Inc,2400250,2014-07-11,Advertisement,Opportunity for Duncan873,Eric Sanchez,Closed Won,New Business,2014-04-15,Closed,Marketing
Santos84 Inc,2408400,2012-09-24,Partner,Opportunity for Hernandez874,Laura Palmer,Closed Lost,New Business,2012-03-28,Omitted,AE
Stevenson954 Inc,5023650,2015-03-31,Employee Referral,Opportunity for Daniel875,Eric Gutierrez,Closed Won,Existing Business,2015-03-14,Closed,Marketing
Day837 Inc,58100,2013-02-20,Employee Referral,Opportunity for Stewart876,Catherine Brown,Closed Won,New Business / Add-on,2012-07-29,Closed,Marketing
Ortega255 Inc,860500,2013-12-17,Advertisement,Opportunity for Hunter877,Eric Sanchez,Closed Won,New Business,2013-09-11,Closed,AE
Chapman475 Inc,46500,2012-07-31,Partner,Opportunity for Mason878,Bruce Kennedy,Closed Won,New Business / Add-on,2011-12-30,Closed,Alliances
Phillips253 Inc,1847800,2014-06-01,Web,Opportunity for Burns879,Nicolas Weaver,Closed Won,New Business,2014-03-31,Closed,Marketing
Norris77 Inc,2014400,2013-03-22,Word of mouth,Opportunity for Davidson880,Julie Chavez,Closed Won,New Business,2012-08-05,Closed,AE
Christensen164 Inc,1684050,2014-05-29,Web,Opportunity for McKenzie881,Irene Kelley,Closed Won,New Business,2014-04-10,Closed,Marketing
Ford835 Inc,28000,2012-06-19,Partner,Opportunity for Hernandez882,Irene McCoy,Closed Lost,New Business / Add-on,2012-04-16,Omitted,Alliances
Grant742 Inc,1001030,2013-05-10,Advertisement,Opportunity for Mack883,Nicolas Weaver,Closed Won,New Business,2013-03-02,Closed,AE
Scott403 Inc,3452400,2013-02-22,Advertisement,Opportunity for Walton884,Dennis Howard,Closed Lost,New Business,2012-07-04,Omitted,Marketing
Murphy861 Inc,413101,2015-09-04,Advertisement,Opportunity for Duncan885,Eric Sanchez,Qualification,New Business,2015-01-31,Pipeline,Alliances
Long659 Inc,647220,2012-04-16,Employee Referral,Opportunity for Hampton886,Catherine Brown,Closed Lost,New Business / Add-on,2011-10-05,Omitted,AE
Thompson136 Inc,3428800,2014-08-29,Web,Opportunity for Stewart887,Kelly Frazier,Closed Won,New Business / Add-on,2014-06-19,Closed,Alliances
Roy617 Inc,2077410,2013-07-30,Web,Opportunity for Bowman888,Catherine Brown,Closed Won,New Business / Add-on,2013-07-17,Closed,Marketing
Reeves844 Inc,408206,2014-01-20,Employee Referral,Opportunity for Edwards889,Eric Sanchez,Closed Won,New Business,2013-11-30,Closed,AE
McCarthy602 Inc,2319650,2013-04-27,Public Relations,Opportunity for Figueroa890,Evelyn Williamson,Closed Won,New Business / Add-on,2013-03-21,Closed,Marketing
Owens551 Inc,737300,2012-02-17,Web,Opportunity for Baker891,Bruce Kennedy,Closed Won,New Business,2011-11-18,Closed,AE
Myers320 Inc,3005400,2012-06-12,Public Relations,Opportunity for Coleman892,Julie Chavez,Closed Won,New Business,2012-04-09,Closed,AE
Bowman940 Inc,72670,2014-09-07,Public Relations,Opportunity for Stokes893,Irene Kelley,Closed Won,New Business,2014-08-17,Closed,Marketing
Fleming389 Inc,1878300,2014-06-02,Word of mouth,Opportunity for Nichols894,Irene Kelley,Closed Won,New Business / Add-on,2014-03-12,Closed,AE
Shaw343 Inc,1834440,2013-11-17,Word of mouth,Opportunity for Burns895,Nicolas Weaver,Closed Lost,New Business / Add-on,2013-04-15,Omitted,Marketing
Harper309 Inc,179930,2014-07-17,Trade Show,Opportunity for Graham1259,Dennis Howard,Closed Lost,New Business / Add-on,2014-02-19,Omitted,Alliances
Morton698 Inc,73480,2013-04-12,Partner,Opportunity for Crawford1260,Harold Campbell,Closed Lost,New Business,2012-11-02,Omitted,AE
Coleman170 Inc,41580,2015-05-04,Word of mouth,Opportunity for Baker1261,Dennis Howard,Closed Lost,New Business / Add-on,2014-10-05,Omitted,Marketing
Mills297 Inc,612000,2012-07-14,Partner,Opportunity for Patrick1262,Nicolas Weaver,Closed Won,New Business / Add-on,2012-05-28,Closed,AE
Turner924 Inc,1314185,2015-10-18,Word of mouth,Opportunity for Perkins1263,Laura Garza,Negotiation/Review,Existing Business,2015-07-02,Forecast,AE
Maxwell896 Inc,1486320,2013-05-24,Web,Opportunity for Bryan1264,Dennis Howard,Closed Won,New Business / Add-on,2013-04-18,Closed,Marketing
Myers408 Inc,2809380,2012-08-20,Public Relations,Opportunity for Guzman1265,Harold Campbell,Closed Won,New Business / Add-on,2012-01-01,Closed,BDR
Lopez140 Inc,50400,2012-11-01,Employee Referral,Opportunity for Bowman1266,Eric Sanchez,Closed Won,Existing Business,2012-10-12,Closed,BDR
Weaver350 Inc,691000,2014-01-11,Public Relations,Opportunity for Harper1267,Eric Gutierrez,Closed Won,New Business / Add-on,2013-05-25,Closed,Marketing
Myers581 Inc,371689,2014-09-25,Employee Referral,Opportunity for Tucker1268,Catherine Brown,Closed Won,New Business / Add-on,2014-06-18,Closed,AE
Abbott372 Inc,750300,2013-12-23,Partner,Opportunity for Wood1269,Laura Palmer,Closed Lost,Existing Business,2013-11-07,Omitted,AE
Pratt392 Inc,1043000,2014-03-29,Web,Opportunity for Padilla1270,Irene Kelley,Closed Won,New Business / Add-on,2013-08-08,Closed,Marketing
Owens551 Inc,73903,2014-05-24,Public Relations,Opportunity for Guerrero1271,Doroth Gardner,Closed Won,New Business / Add-on,2013-11-23,Closed,Marketing
Barnett966 Inc,4089370,2012-07-19,Employee Referral,Opportunity for Palmer1272,Nicolas Weaver,Closed Won,New Business,2011-12-19,Closed,Alliances
Thomas208 Inc,2738400,2013-12-30,Trade Show,Opportunity for Brady1273,Laura Garza,Closed Won,New Business / Add-on,2013-07-06,Closed,Marketing
Gill501 Inc,369867,2014-07-12,Employee Referral,Opportunity for Dean1274,Irene Kelley,Closed Won,New Business,2014-02-07,Closed,Marketing
Lloyd845 Inc,3102800,2014-04-07,Word of mouth,Opportunity for Gray1275,Chris Riley,Closed Lost,New Business,2013-10-02,Omitted,AE
Clarke268 Inc,196200,2015-03-13,Advertisement,Opportunity for Malone1276,Laura Garza,Closed Won,New Business / Add-on,2014-08-31,Closed,AE
Grant742 Inc,1765650,2013-10-02,Trade Show,Opportunity for Ryan1277,Eric Sanchez,Closed Won,New Business / Add-on,2013-02-27,Closed,Marketing
Santos84 Inc,2477275,2015-06-17,Web,Opportunity for Patton1278,Julie Chavez,Closed Won,New Business,2015-04-23,Closed,BDR
Butler152 Inc,229996,2014-09-20,Trade Show,Opportunity for Blake1279,Chris Riley,Closed Won,New Business / Add-on,2014-03-09,Closed,Marketing
Byrd338 Inc,26831,2013-09-25,Employee Referral,Opportunity for Farmer1280,Laura Palmer,Closed Won,Existing Business,2013-02-26,Closed,AE
Lee192 Inc,2336600,2015-10-13,Web,Opportunity for Chandler1281,Irene McCoy,Perception Analysis,New Business,2015-04-30,BestCase,Marketing
Vega718 Inc,326160,2015-03-02,Partner,Opportunity for Bradley1628,Laura Garza,Closed Won,New Business / Add-on,2014-09-09,Closed,Marketing
Gross968 Inc,105828,2014-07-28,Public Relations,Opportunity for Rios1629,Eric Sanchez,Closed Won,New Business,2014-02-11,Closed,AE
Shelton873 Inc,2220000,2014-02-19,Employee Referral,Opportunity for Barnett1630,Laura Palmer,Closed Won,New Business,2013-10-01,Closed,Marketing
Rodgers956 Inc,1045100,2013-01-11,Word of mouth,Opportunity for Peters1631,Eric Gutierrez,Closed Won,New Business,2012-11-12,Closed,AE
Alvarez876 Inc,2967995,2013-02-18,Trade Show,Opportunity for Gardner1632,Catherine Brown,Closed Won,New Business,2012-12-09,Closed,Marketing
Brock890 Inc,1439560,2013-04-25,Employee Referral,Opportunity for Richards1633,Evelyn Williamson,Closed Won,New Business,2013-03-12,Closed,Alliances
Gilbert774 Inc,3055100,2015-02-03,Employee Referral,Opportunity for Marsh1634,Chris Riley,Closed Lost,New Business,2014-11-23,Omitted,Marketing
West416 Inc,4891250,2013-05-20,Seminar - Internal,Opportunity for Clark1635,Dennis Howard,Closed Won,New Business / Add-on,2012-09-25,Closed,BDR
Rios830 Inc,76940,2013-08-23,Partner,Opportunity for Bass1636,Doroth Gardner,Closed Won,New Business,2013-04-13,Closed,Marketing
Shaw700 Inc,5979130,2014-01-13,Public Relations,Opportunity for Mendoza1637,Harold Campbell,Closed Won,New Business,2013-07-09,Closed,Alliances
Christensen892 Inc,1165500,2014-07-15,Advertisement,Opportunity for Powers1638,Bruce Kennedy,Closed Lost,New Business,2014-03-28,Omitted,Alliances
Grant712 Inc,4915600,2013-02-17,Seminar - Internal,Opportunity for Barrett1639,John Williams,Closed Won,New Business,2012-09-15,Closed,Marketing
Hill463 Inc,36000,2013-03-09,Partner,Opportunity for Lloyd1640,Irene Kelley,Closed Lost,New Business / Add-on,2013-02-13,Omitted,BDR
Hart717 Inc,987000,2013-03-06,Advertisement,Opportunity for Bryan1641,Kelly Frazier,Closed Won,New Business,2012-11-05,Closed,Marketing
Davidson606 Inc,2560600,2015-06-27,Trade Show,Opportunity for Jacobs1642,Irene McCoy,Closed Lost,Existing Business,2014-11-24,Omitted,Alliances
Wood74 Inc,613830,2014-03-20,Advertisement,Opportunity for Powell1643,Eric Sanchez,Closed Won,New Business,2013-11-06,Closed,AE
Steele90 Inc,2440900,2014-11-17,Trade Show,Opportunity for Baker1644,John Williams,Closed Won,New Business,2014-07-30,Closed,AE
Walsh951 Inc,33960,2012-03-17,Web,Opportunity for Ford1645,Irene Kelley,Closed Lost,New Business,2011-10-05,Omitted,BDR
Bowers460 Inc,409250,2013-12-07,Web,Opportunity for McDaniel1646,Bruce Kennedy,Closed Won,New Business,2013-04-19,Closed,BDR
Gordon630 Inc,44680,2012-10-20,Word of mouth,Opportunity for French1647,Irene McCoy,Closed Won,New Business / Add-on,2012-07-26,Closed,BDR
Ross388 Inc,431855,2014-02-21,Trade Show,Opportunity for Chandler1648,Laura Garza,Closed Won,New Business / Add-on,2013-12-02,Closed,Marketing
Saunders493 Inc,768850,2012-07-21,Advertisement,Opportunity for Bridges1649,Dennis Howard,Closed Lost,New Business,2012-01-26,Omitted,Marketing
